"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","id"
"2021-04-14","2021-04-15","Durham Catholic District School Board","B67105","Board Site","Oshawa",0,1,0,1,202
"2021-04-14","2021-04-15","Durham Catholic District School Board","710083","Father Leo J Austin Catholic Secondary School","Whitby",0,1,0,1,203
"2021-04-14","2021-04-15","Durham Catholic District School Board","710954","Good Shepherd Catholic School","Scugog",3,0,0,3,204
"2021-04-14","2021-04-15","Durham Catholic District School Board","735060","Monsignor John Pereyma Catholic Secondary School","Oshawa",0,1,0,1,205
"2021-04-14","2021-04-15","Durham Catholic District School Board","741310","Monsignor Paul Dwyer Catholic Secondary School","Oshawa",1,0,0,1,206
"2021-04-14","2021-04-15","Durham Catholic District School Board","845884","Monsignor Philip Coffey Catholic School","Oshawa",0,1,0,1,207
"2021-04-14","2021-04-15","Durham Catholic District School Board","738050","Notre Dame Catholic High School","Ajax",4,0,0,4,208
"2021-04-14","2021-04-15","Durham Catholic District School Board","771406","St André Bessette Catholic School","Ajax",1,1,0,2,209
"2021-04-14","2021-04-15","Durham Catholic District School Board","777242","St Bernadette Catholic School","Ajax",4,1,0,5,210
"2021-04-14","2021-04-15","Durham Catholic District School Board","781282","St. Catherine of Siena Catholic School","Ajax",2,0,0,2,211
"2021-04-14","2021-04-15","Durham Catholic District School Board","789178","St. Elizabeth Seton Catholic School","Pickering",0,1,0,1,212
"2021-04-14","2021-04-15","Durham Catholic District School Board","791806","St. Francis de Sales Catholic School","Ajax",0,1,0,1,213
"2021-04-14","2021-04-15","Durham Catholic District School Board","798258","St Isaac Jogues Catholic School","Pickering",0,1,0,1,214
"2021-04-14","2021-04-15","Durham Catholic District School Board","798460","St James Catholic School","Ajax",3,0,0,3,215
"2021-04-14","2021-04-15","Durham Catholic District School Board","762733","St. Josephine Bakhita Catholic Elementary School","Ajax",12,1,0,13,216
"2021-04-14","2021-04-15","Durham Catholic District School Board","772020","St. Jude Catholic School","Ajax",1,2,0,3,217
"2021-04-14","2021-04-15","Durham Catholic District School Board","750435","St Kateri Tekakwitha Catholic School","Oshawa",1,1,0,2,218
"2021-04-14","2021-04-15","Durham Catholic District School Board","730718","St Marguerite d'Youville Catholic School","Whitby",1,0,0,1,219
"2021-04-14","2021-04-15","Durham Catholic District School Board","823015","St Mark the Evangelist Catholic School","Whitby",2,1,0,3,220
"2021-04-14","2021-04-15","Durham Catholic District School Board","843156","St Paul Catholic School","Whitby",0,1,0,1,221
"2021-04-14","2021-04-15","Durham Catholic District School Board","733040","St. Teresa of Calcutta Catholic School","Ajax",2,0,0,2,222
"2021-04-14","2021-04-15","Durham Catholic District School Board","854980","St Thomas Aquinas Catholic School","Oshawa",2,0,0,2,223
"2021-04-14","2021-04-15","Durham District School Board","890855","Ajax High School","Ajax",1,1,0,2,224
"2021-04-14","2021-04-15","Durham District School Board","014052","Altona Forest Public School","Pickering",3,0,0,3,225
"2021-04-14","2021-04-15","Durham District School Board","036609","Bayview Heights Public School","Pickering",1,0,0,1,226
"2021-04-14","2021-04-15","Durham District School Board","B66060","Board Site","Whitby",0,1,0,1,227
"2021-04-14","2021-04-15","Durham District School Board","033880","Bobby Orr Public School","Oshawa",1,0,0,1,228
"2021-04-14","2021-04-15","Durham District School Board","033952","Bolton C Falby Public School","Ajax",5,1,0,6,229
"2021-04-14","2021-04-15","Durham District School Board","934991","Brooklin High School","Whitby",2,0,0,2,230
"2021-04-14","2021-04-15","Durham District School Board","179554","Brooklin Village Public School","Whitby",0,1,0,1,231
"2021-04-14","2021-04-15","Durham District School Board","073547","Cadarackque Public School","Ajax",1,1,0,2,232
"2021-04-14","2021-04-15","Durham District School Board","082686","Captain Michael VandenBos Public School","Whitby",1,0,0,1,233
"2021-04-14","2021-04-15","Durham District School Board","097110","Carruthers Creek Public School","Ajax",1,1,0,2,234
"2021-04-14","2021-04-15","Durham District School Board","619779","Chris Hadfield Public School","Whitby",0,1,0,1,235
"2021-04-14","2021-04-15","Durham District School Board","022128","Clara Hughes Public School","Oshawa",1,0,0,1,236
"2021-04-14","2021-04-15","Durham District School Board","116840","Colonel J.E. Farewell P.S.","Whitby",1,0,0,1,237
"2021-04-14","2021-04-15","Durham District School Board","124222","Coronation Public School","Oshawa",2,0,0,2,238
"2021-04-14","2021-04-15","Durham District School Board","170662","David Bouchard Public School","Oshawa",2,0,0,2,239
"2021-04-14","2021-04-15","Durham District School Board","438276","Da Vinci Public School","Ajax",3,0,0,3,240
"2021-04-14","2021-04-15","Durham District School Board","904392","Donald A Wilson Secondary School","Whitby",5,0,0,5,241
"2021-04-14","2021-04-15","Durham District School Board","147109","Dr C F Cannon Public School","Oshawa",2,0,0,2,242
"2021-04-14","2021-04-15","Durham District School Board","148148","Dr S J Phillips Public School","Oshawa",2,0,0,2,243
"2021-04-14","2021-04-15","Durham District School Board","005215","Duffin's Bay Public School","Ajax",3,1,0,4,244
"2021-04-14","2021-04-15","Durham District School Board","905674","Dunbarton High School","Pickering",8,1,0,9,245
"2021-04-14","2021-04-15","Durham District School Board","165514","Eagle Ridge Public School","Ajax",2,0,0,2,246
"2021-04-14","2021-04-15","Durham District School Board","493031","Elizabeth B Phin Public School","Pickering",1,0,0,1,247
"2021-04-14","2021-04-15","Durham District School Board","206253","Frenchman's Bay Public School","Pickering",1,0,0,1,248
"2021-04-14","2021-04-15","Durham District School Board","210277","Gandatsetiagon Public School","Pickering",6,2,0,8,249
"2021-04-14","2021-04-15","Durham District School Board","213829","Glen Dhu Public School","Whitby",2,0,0,2,250
"2021-04-14","2021-04-15","Durham District School Board","219908","Glengrove Public School","Pickering",5,0,0,5,251
"2021-04-14","2021-04-15","Durham District School Board","640441","Glenholme/Grove School","Oshawa",0,1,0,1,252
"2021-04-14","2021-04-15","Durham District School Board","218103","Glen Street Public School","Oshawa",4,1,0,5,253
"2021-04-14","2021-04-15","Durham District School Board","911291","G L Roberts Collegiate and Vocational Institute","Oshawa",1,1,0,2,254
"2021-04-14","2021-04-15","Durham District School Board","567787","Goodwood Public School","Uxbridge",6,1,0,7,255
"2021-04-14","2021-04-15","Durham District School Board","221805","Gordon B Attersley Public School","Oshawa",1,0,0,1,256
"2021-04-14","2021-04-15","Durham District School Board","916331","Henry Street High School","Whitby",1,0,0,1,257
"2021-04-14","2021-04-15","Durham District School Board","918423","J. Clarke Richardson Collegiate Institute","Ajax",3,0,0,3,258
"2021-04-14","2021-04-15","Durham District School Board","283495","John Dryden Public School","Whitby",2,0,0,2,259
"2021-04-14","2021-04-15","Durham District School Board","286095","Joseph Gould Public School","Uxbridge",1,0,0,1,260
"2021-04-14","2021-04-15","Durham District School Board","446033","Julie Payette Public School","Whitby",0,1,0,1,261
"2021-04-14","2021-04-15","Durham District School Board","099872","Lakewoods Public School","Oshawa",2,1,0,3,262
"2021-04-14","2021-04-15","Durham District School Board","312983","Lincoln Avenue Public School","Ajax",2,0,0,2,263
"2021-04-14","2021-04-15","Durham District School Board","328740","Maple Ridge Public School","Pickering",1,0,0,1,264
"2021-04-14","2021-04-15","Durham District School Board","348503","Mary Street Community School","Oshawa",1,1,0,2,265
"2021-04-14","2021-04-15","Durham District School Board","932345","Maxwell Heights Secondary School","Oshawa",1,0,0,1,266
"2021-04-14","2021-04-15","Durham District School Board","580847","Michaelle Jean Public School","Ajax",1,0,0,1,267
"2021-04-14","2021-04-15","Durham District School Board","493816","Northern Dancer Public School","Oshawa",1,0,0,1,268
"2021-04-14","2021-04-15","Durham District School Board","932329","O'Neill Collegiate and Vocational Institute","Oshawa",1,0,0,1,269
"2021-04-14","2021-04-15","Durham District School Board","935310","Pickering High School","Ajax",1,0,0,1,270
"2021-04-14","2021-04-15","Durham District School Board","443573","Pierre Elliott Trudeau Public School","Oshawa",2,0,0,2,271
"2021-04-14","2021-04-15","Durham District School Board","935360","Pine Ridge Secondary School","Pickering",1,0,0,1,272
"2021-04-14","2021-04-15","Durham District School Board","936227","Port Perry High School","Scugog",2,1,0,3,273
"2021-04-14","2021-04-15","Durham District School Board","201258","Romeo Dallaire Public School","Ajax",2,1,0,3,274
"2021-04-14","2021-04-15","Durham District School Board","937525","R.S. McLaughlin C & VI","Oshawa",2,2,0,4,275
"2021-04-14","2021-04-15","Durham District School Board","509736","S A Cawker Public School","Scugog",1,0,0,1,276
"2021-04-14","2021-04-15","Durham District School Board","197235","Seneca Trail Public School","Oshawa",1,2,0,3,277
"2021-04-14","2021-04-15","Durham District School Board","531049","Sherwood Public School","Oshawa",3,0,0,3,278
"2021-04-14","2021-04-15","Durham District School Board","515523","Sir John A Macdonald Public School","Pickering",0,1,0,1,279
"2021-04-14","2021-04-15","Durham District School Board","526673","Southwood Park Public School","Ajax",2,1,0,3,280
"2021-04-14","2021-04-15","Durham District School Board","543861","Sunset Heights Public School","Oshawa",1,0,0,1,281
"2021-04-14","2021-04-15","Durham District School Board","551066","Terry Fox Public School","Ajax",3,0,0,3,282
"2021-04-14","2021-04-15","Durham District School Board","948969","Uxbridge Secondary School","Uxbridge",6,0,0,6,283
"2021-04-14","2021-04-15","Durham District School Board","570389","Vaughan Willard Public School","Pickering",5,1,0,6,284
"2021-04-14","2021-04-15","Durham District School Board","309061","Viola Desmond Public School","Ajax",1,0,0,1,285
"2021-04-14","2021-04-15","Durham District School Board","598909","Westcreek Public School","Pickering",1,1,0,2,286
"2021-04-14","2021-04-15","Durham District School Board","171101","Whitby Shores Public School","Whitby",4,0,0,4,287
"2021-04-14","2021-04-15","Durham District School Board","610704","William Dunbar Public School","Pickering",5,0,0,5,288
"2021-04-14","2021-04-15","Grand Erie District School Board","004758","Agnes Hodge Public School","Brantford",2,0,0,2,289
"2021-04-14","2021-04-15","Grand Erie District School Board","B66168","Board Site","Brantford",0,1,0,1,290
"2021-04-14","2021-04-15","Grand Erie District School Board","034339","Branlyn Community School","Brantford",1,0,0,1,291
"2021-04-14","2021-04-15","Grand Erie District School Board","896187","Brantford Collegiate Institute and Vocational School","Brantford",2,0,0,2,292
"2021-04-14","2021-04-15","Grand Erie District School Board","089966","Cedarland Public School","Brantford",0,4,0,4,293
"2021-04-14","2021-04-15","Grand Erie District School Board","192880","Confederation Elementary School","Brantford",2,0,0,2,294
"2021-04-14","2021-04-15","Grand Erie District School Board","906069","Dunnville Secondary School","Haldimand County",1,0,0,1,295
"2021-04-14","2021-04-15","Grand Erie District School Board","915033","Hagersville Secondary School","Haldimand County",1,0,0,1,296
"2021-04-14","2021-04-15","Grand Erie District School Board","145602","Lakewood Elementary School","Norfolk County",2,1,0,3,297
"2021-04-14","2021-04-15","Grand Erie District School Board","308170","Lansdowne-Costain Public School","Brantford",1,0,0,1,298
"2021-04-14","2021-04-15","Grand Erie District School Board","898007","McKinnon Park Secondary School","Haldimand County",11,0,0,11,299
"2021-04-14","2021-04-15","Grand Erie District School Board","378372","Mount Pleasant School","Brant",3,0,0,3,300
"2021-04-14","2021-04-15","Grand Erie District School Board","930245","North Park Collegiate and Vocational School","Brantford",2,0,0,2,301
"2021-04-14","2021-04-15","Grand Erie District School Board","934402","Pauline Johnson Collegiate and Vocational School","Brantford",5,0,0,5,302
"2021-04-14","2021-04-15","Grand Erie District School Board","485306","River Heights School","Haldimand County",1,0,0,1,303
"2021-04-14","2021-04-15","Grand Erie District School Board","494208","Russell Reid Elementary School","Brantford",2,1,0,3,304
"2021-04-14","2021-04-15","Grand Erie District School Board","153931","Thompson Creek Elementary School","Haldimand County",2,0,0,2,305
"2021-04-14","2021-04-15","Grand Erie District School Board","215321","Woodman-Cainsville","Brantford",3,0,0,3,306
"2021-04-14","2021-04-15","Greater Essex County District School Board","098094","Centennial Central Public School","Lakeshore",2,0,0,2,307
"2021-04-14","2021-04-15","Greater Essex County District School Board","123838","Coronation Public School","Windsor",1,0,0,1,308
"2021-04-14","2021-04-15","Greater Essex County District School Board","590984","Dr. David Suzuki Public School","Windsor",1,0,0,1,309
"2021-04-14","2021-04-15","Greater Essex County District School Board","911780","General Amherst High School","Amherstburg",2,0,0,2,310
"2021-04-14","2021-04-15","Greater Essex County District School Board","091596","Jack Miner Public School","Kingsville",1,0,0,1,311
"2021-04-14","2021-04-15","Greater Essex County District School Board","294659","King Edward Public School","Windsor",1,0,0,1,312
"2021-04-14","2021-04-15","Greater Essex County District School Board","452734","Prince Andrew Public School","Lasalle",1,0,0,1,313
"2021-04-14","2021-04-15","Greater Essex County District School Board","939218","Riverside Secondary School","Windsor",4,0,0,4,314
"2021-04-14","2021-04-15","Greater Essex County District School Board","939765","Sandwich Secondary School","Lasalle",1,0,0,1,315
"2021-04-14","2021-04-15","Greater Essex County District School Board","498513","Sandwich West Public School","Lasalle",1,0,0,1,316
"2021-04-14","2021-04-15","Greater Essex County District School Board","902299","Tecumseh Vista Academy- Secondary","Tecumseh",2,0,0,2,317
"2021-04-14","2021-04-15","Halton Catholic District School Board","689726","Bishop Paul Francis Reding Secondary School","Milton",2,0,0,2,318
"2021-04-14","2021-04-15","Halton Catholic District School Board","697125","Christ the King Catholic Secondary School","Halton Hills",0,1,0,1,319
"2021-04-14","2021-04-15","Halton Catholic District School Board","708160","Guardian Angels Catholic Elementary School","Milton",5,2,0,7,320
"2021-04-14","2021-04-15","Halton Catholic District School Board","719005","Holy Rosary (Milton) Catholic Elementary School","Milton",1,0,0,1,321
"2021-04-14","2021-04-15","Halton Catholic District School Board","687394","Lumen Christi Catholic Elementary School","Milton",4,0,0,4,322
"2021-04-14","2021-04-15","Halton Catholic District School Board","810355","Queen of Heaven Catholic Elementary School","Milton",7,0,0,7,323
"2021-04-14","2021-04-15","Halton Catholic District School Board","683661","St. Anthony of Padua Catholic Elementary School","Milton",5,1,0,6,324
"2021-04-14","2021-04-15","Halton Catholic District School Board","681054","St. Benedict Catholic Elementary School","Milton",2,0,0,2,325
"2021-04-14","2021-04-15","Halton Catholic District School Board","777650","St. Bernadette Catholic Elementary School","Oakville",1,0,0,1,326
"2021-04-14","2021-04-15","Halton Catholic District School Board","780871","St. Brigid Catholic Elementary School","Halton Hills",1,0,0,1,327
"2021-04-14","2021-04-15","Halton Catholic District School Board","792039","St. Francis of Assisi Catholic Elementary School","Halton Hills",0,1,0,1,328
"2021-04-14","2021-04-15","Halton Catholic District School Board","755052","St. Gregory the Great Catholic Elementary School","Oakville",2,0,0,2,329
"2021-04-14","2021-04-15","Halton Catholic District School Board","798010","St. Ignatius of Loyola Catholic Secondary School","Oakville",5,0,0,5,330
"2021-04-14","2021-04-15","Halton Catholic District School Board","680039","St. John Paul II Catholic Elementary School","Oakville",0,2,0,2,331
"2021-04-14","2021-04-15","Halton Catholic District School Board","823180","St. Matthew Catholic Elementary School","Oakville",1,0,0,1,332
"2021-04-14","2021-04-15","Halton Catholic District School Board","834319","St. Michael Catholic Elementary School","Oakville",2,0,0,2,333
"2021-04-14","2021-04-15","Halton Catholic District School Board","798827","St. Nicholas Catholic Elementary School","Oakville",1,0,0,1,334
"2021-04-14","2021-04-15","Halton Catholic District School Board","843989","St. Peter Catholic Elementary School","Milton",2,0,0,2,335
"2021-04-14","2021-04-15","Halton Catholic District School Board","794978","St. Scholastica Catholic Elementary School","Milton",4,0,0,4,336
"2021-04-14","2021-04-15","Halton Catholic District School Board","854212","St. Thomas Aquinas Catholic Secondary School","Oakville",1,0,0,1,337
"2021-04-14","2021-04-15","Halton District School Board","913715","Abbey Park High School","Oakville",4,1,0,5,338
"2021-04-14","2021-04-15","Halton District School Board","890987","Aldershot High School","Burlington",1,0,0,1,339
"2021-04-14","2021-04-15","Halton District School Board","344051","Alton Village Public School","Burlington",0,1,0,1,340
"2021-04-14","2021-04-15","Halton District School Board","586248","Bruce Trail Public School","Milton",4,0,0,4,341
"2021-04-14","2021-04-15","Halton District School Board","897353","Burlington Central High School","Burlington",0,1,0,1,342
"2021-04-14","2021-04-15","Halton District School Board","085898","Captain R. Wilson Public School","Oakville",1,0,0,1,343
"2021-04-14","2021-04-15","Halton District School Board","094455","Central Public School","Burlington",2,0,0,2,344
"2021-04-14","2021-04-15","Halton District School Board","076970","Chris Hadfield Public School","Milton",3,0,0,3,345
"2021-04-14","2021-04-15","Halton District School Board","967740","Craig Kielburger Secondary School","Milton",1,2,0,3,346
"2021-04-14","2021-04-15","Halton District School Board","893675","Dr. Frank J. Hayden Secondary School","Burlington",1,0,0,1,347
"2021-04-14","2021-04-15","Halton District School Board","121112","Escarpment View Public School","Milton",2,0,0,2,348
"2021-04-14","2021-04-15","Halton District School Board","180123","Ethel Gardiner Public School","Halton Hills",0,1,0,1,349
"2021-04-14","2021-04-15","Halton District School Board","194263","Florence Meares Public School","Burlington",0,1,0,1,350
"2021-04-14","2021-04-15","Halton District School Board","474578","Forest Trail Public School","Oakville",1,0,0,1,351
"2021-04-14","2021-04-15","Halton District School Board","901439","Garth Webb Secondary School","Oakville",2,0,0,2,352
"2021-04-14","2021-04-15","Halton District School Board","940925","Gary Allan High School - STEP","Burlington",1,0,0,1,353
"2021-04-14","2021-04-15","Halton District School Board","212369","George Kennedy Public School","Halton Hills",1,0,0,1,354
"2021-04-14","2021-04-15","Halton District School Board","912433","Georgetown District High School","Halton Hills",1,0,0,1,355
"2021-04-14","2021-04-15","Halton District School Board","216267","Gladys Speers Public School","Oakville",2,0,0,2,356
"2021-04-14","2021-04-15","Halton District School Board","220523","Glen Williams Public School","Halton Hills",5,0,0,5,357
"2021-04-14","2021-04-15","Halton District School Board","245259","Harrison Public School","Halton Hills",1,0,0,1,358
"2021-04-14","2021-04-15","Halton District School Board","111600","Hawthorne Village Public School","Milton",1,0,0,1,359
"2021-04-14","2021-04-15","Halton District School Board","918300","Iroquois Ridge Secondary School","Oakville",1,1,0,2,360
"2021-04-14","2021-04-15","Halton District School Board","285161","John T Tuck Public School","Burlington",0,1,0,1,361
"2021-04-14","2021-04-15","Halton District School Board","223746","John William Boich Public School","Burlington",2,0,0,2,362
"2021-04-14","2021-04-15","Halton District School Board","334693","Maple Grove Public School","Oakville",2,0,0,2,363
"2021-04-14","2021-04-15","Halton District School Board","336122","Maplehurst Public School","Burlington",1,0,0,1,364
"2021-04-14","2021-04-15","Halton District School Board","345229","Martin Street Public School","Milton",3,0,0,3,365
"2021-04-14","2021-04-15","Halton District School Board","926736","Milton District High School","Milton",2,0,0,2,366
"2021-04-14","2021-04-15","Halton District School Board","368857","Mohawk Gardens Public School","Burlington",1,0,0,1,367
"2021-04-14","2021-04-15","Halton District School Board","928160","Nelson High School","Burlington",0,1,0,1,368
"2021-04-14","2021-04-15","Halton District School Board","383570","New Central Public School","Oakville",2,0,0,2,369
"2021-04-14","2021-04-15","Halton District School Board","932060","Oakville Trafalgar High School","Oakville",5,0,0,5,370
"2021-04-14","2021-04-15","Halton District School Board","076727","Oodeenawi Public School","Oakville",3,1,0,4,371
"2021-04-14","2021-04-15","Halton District School Board","154705","Palermo Public School","Oakville",0,1,0,1,372
"2021-04-14","2021-04-15","Halton District School Board","445193","Pineland Public School","Burlington",1,0,0,1,373
"2021-04-14","2021-04-15","Halton District School Board","310777","P.L. Robertson Public School","Milton",1,0,0,1,374
"2021-04-14","2021-04-15","Halton District School Board","451720","Post's Cornders Public School","Oakville",1,0,0,1,375
"2021-04-14","2021-04-15","Halton District School Board","487570","Robert Little Public School","Halton Hills",2,0,0,2,376
"2021-04-14","2021-04-15","Halton District School Board","947539","Thomas A. Blakelock Secondary School","Oakville",5,0,0,5,377
"2021-04-14","2021-04-15","Halton District School Board","393777","Tiger Jeet Singh Public School","Milton",14,1,0,15,378
"2021-04-14","2021-04-15","Halton District School Board","369253","Viola Desmond Public School","Milton",1,0,0,1,379
"2021-04-14","2021-04-15","Halton District School Board","953121","White Oaks High School","Oakville",2,0,0,2,380
"2021-04-14","2021-04-15","Halton District School Board","579874","W I Dick Middle School","Milton",3,0,0,3,381
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","743868","Annunciation of Our Lord Catholic Elementary School","Hamilton",1,1,0,2,382
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","689750","Bishop Ryan Catholic Secondary School","Hamilton",7,1,0,8,383
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","689386","Bishop Tonnos Catholic Secondary School","Hamilton",2,0,0,2,384
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","B67121","Board Site","Hamilton",0,1,0,1,385
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","695343","Cathedral High School","Hamilton",13,1,0,14,386
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","717053","Holy Name of Jesus Catholic Elementary School","Hamilton",1,0,0,1,387
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","721972","Immaculate Heart of Mary Catholic Elementary School","Hamilton",1,0,0,1,388
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","745650","Our Lady of Lourdes Catholic Elementary School","Hamilton",0,1,0,1,389
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","742350","Our Lady of Mount Carmel Catholic Elementary School","Hamilton",1,0,0,1,390
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","775681","St. Augustine Catholic Elementary School","Hamilton",1,0,0,1,391
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","778028","St. Bernadette Catholic Elementary School","Hamilton",5,0,0,5,392
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","784400","St. Clare of Assisi Catholic Elementary School","Hamilton",1,0,0,1,393
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","800430","St. Jean de Brebeuf Catholic Secondary School","Hamilton",1,0,0,1,394
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","694134","St. John Henry Newman Catholic Secondary School","Hamilton",2,0,0,2,395
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","866725","St. Kateri Tekakwitha Catholic Elementary School","Hamilton",1,0,0,1,396
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","820652","St. Luke Catholic Elementary School","Hamilton",1,0,0,1,397
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","696196","St. Mark Catholic Elementary School","Hamilton",1,0,0,1,398
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","827401","St. Mary Catholic Secondary School","Hamilton",1,0,0,1,399
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","834220","St. Michael Catholic Elementary School","Hamilton",2,0,0,2,400
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","842389","St. Paul Catholic Elementary School","Hamilton",1,0,0,1,401
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","863955","Sts. Peter and Paul Catholic Elementary School","Hamilton",8,0,0,8,402
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","733105","St. Teresa of Calcutta Catholic Elementary School","Hamilton",1,0,0,1,403
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","773786","St. Thérèse of Lisieux Catholic Elementary School","Hamilton",3,1,0,4,404
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","855685","St. Thomas More Catholic Secondary School","Hamilton",3,2,0,5,405
"2021-04-14","2021-04-15","Hamilton-Wentworth Catholic District School Board","858102","St. Vincent de Paul Catholic Elementary School","Hamilton",0,1,0,1,406
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","000728","A M Cunningham Junior Public School","Hamilton",4,0,0,4,407
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","891894","Ancaster High School","Hamilton",1,0,0,1,408
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","287210","Ancaster Meadow Elementary Public School","Hamilton",5,0,0,5,409
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","050415","Balaclava Public School","Hamilton",0,1,0,1,410
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","068845","Buchanan Park School","Hamilton",1,0,0,1,411
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","560408","Cathy Wever Elementary Public School","Hamilton",1,0,0,1,412
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","213012","Cootes Paradise Public School","Hamilton",1,0,0,1,413
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","158151","Earl Kitchener Junior Public School","Hamilton",1,0,0,1,414
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","163481","Eastdale Public School","Hamilton",1,0,0,1,415
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","171123","Elizabeth Bagshaw School","Hamilton",0,1,0,1,416
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","018961","Frank Pannabaker South Senior Public School","Hamilton",1,0,0,1,417
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","212490","George L Armstrong Public School","Hamilton",3,0,0,3,418
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","217050","Glen Brae Middle School","Hamilton",1,0,0,1,419
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","233552","Guy B Brown Elementary Public School","Hamilton",0,1,0,1,420
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","254096","Hess Street Elementary School","Hamilton",3,0,0,3,421
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","220145","Hillcrest Elementary Public School","Hamilton",0,1,0,1,422
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","281026","Janet Lee Public School","Hamilton",2,0,0,2,423
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","303755","Lake Avenue Elementary School","Hamilton",2,0,0,2,424
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","094608","Lawfield Elementary School","Hamilton",2,0,0,2,425
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","313173","Lincoln Alexander Public School","Hamilton",1,0,0,1,426
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","314544","Lisgar Junior Public School","Hamilton",2,0,0,2,427
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","375900","Mount Albion Public School","Hamilton",0,3,0,3,428
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","376299","Mount Hope Public School","Hamilton",2,0,0,2,429
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","893455","Nora Frances Henderson Secondary School","Hamilton",3,2,0,5,430
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","932507","Orchard Park Secondary School","Hamilton",2,0,0,2,431
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","437557","Pauline Johnson Public School","Hamilton",1,1,0,2,432
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","025897","Prince of Wales Elementary Public School","Hamilton",6,0,0,6,433
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","466387","Queensdale Elementary School","Hamilton",1,0,0,1,434
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","548172","Queen Victoria Elementary School","Hamilton",3,0,0,3,435
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","467324","R A Riddell Public School","Hamilton",4,0,0,4,436
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","495379","Ryerson Middle School","Hamilton",1,0,0,1,437
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","939730","Saltfleet High School","Hamilton",2,0,0,2,438
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","941328","Sherwood Secondary School","Hamilton",2,0,0,2,439
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","941719","Sir Allan MacNab Secondary School","Hamilton",3,0,0,3,440
"2021-04-14","2021-04-15","Hamilton-Wentworth District School Board","515329","Sir Isaac Brock Junior Public School","Hamilton",4,0,0,4,441
